Name,Group Number,Day,Dates,Start Time,End Time,Location,Type,Teacher
BIO8815-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8816-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8816-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8816-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8817-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8817-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8817-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8818-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8818-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BIO8818-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6000-Automne2024-A,0,Jeudi,Du 3 sept. 2024 au 13 déc. 2024,9h,11h,N/A,Séminaire,N/A
BMO6000-Hiver2024-B,0,Jeudi,Du 15 jan. 2024 au 26 avr. 2024,9h,11h,N/A,Classe virtuelle synchrone,N/A
BMO6000-Automne2023-C,0,Jeudi,Du 5 sept. 2023 au 15 déc. 2023,9h,10h50,N/A,Sur Internet,N/A
BMO6811-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6811-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6811-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6812-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6812-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6812-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6813-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6813-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6813-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6814-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6814-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO6814-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO7000-Automne2024-A,0,Lundi,Du 3 sept. 2024 au 13 déc. 2024,9h,12h,N/A,Activité à l'extérieur,N/A
BMO7000-Automne2023-B,0,Lundi,Du 11 sept. 2023 au 6 oct. 2023,9h,11h50,N/A,Activité à l'extérieur,N/A
BMO7000-Automne2022-C,0,Lundi,Du 12 sept. 2022 au 7 oct. 2022,9h,11h50,N/A,Activité à l'extérieur,N/A
BMO7001-Automne2024-A,0,Mardi,Du 3 sept. 2024 au 13 déc. 2024,9h,12h,N/A,Activité à l'extérieur,N/A
BMO7001-Automne2023-B,0,Mardi,Du 5 sept. 2023 au 8 déc. 2023,9h,11h50,N/A,Activité à l'extérieur,N/A
BMO7001-Automne2022-C,0,Mardi,Du 6 sept. 2022 au 6 déc. 2022,9h,11h50,N/A,Activité à l'extérieur,N/A
BMO7002-Hiver2024-A,0,Mercredi,N/A,9h,17h,N/A,Activité à l'extérieur,N/A
BMO7002-Hiver2023-B,0,Mercredi,N/A,9h,16h50,N/A,Activité à l'extérieur,N/A
BMO7004-Hiver2023-A,0,Lundi,N/A,9h,16h50,N/A,Activité à l'extérieur,N/A
BMO7004-Hiver2020-B,0,Lundi,N/A,9h,16h45,N/A,En classe,N/A
BMO7007-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sur Internet,N/A
BMO7007-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Classe virtuelle synchrone,N/A
BMO7007-Hiver2024-C,0,Mercredi,Du 24 jan. 2024 au 17 avr. 2024,15h,15h50,N/A,Classe virtuelle synchrone,N/A
BMO7008-Hiver2024-A,0,Mardi,Du 15 jan. 2024 au 26 avr. 2024,9h,11h,N/A,Activité à l'extérieur,N/A
BMO7008-Hiver2023-B,0,Mardi,Du 10 jan. 2023 au 20 jan. 2023,9h,10h50,N/A,Activité à l'extérieur,N/A
BMO7009-Automne2023-A,0,Lundi,Du 11 sept. 2023 au 15 déc. 2023,16h,18h50,N/A,Activité à l'extérieur,N/A
BMO7009-Automne2021-B,0,Lundi,Du 13 sept. 2021 au 17 déc. 2021,16h,18h50,N/A,En classe,N/A
BMO7022-Hiver2023-A,0,Mercredi,Du 10 jan. 2023 au 21 avr. 2023,14h,16h50,N/A,Sur Internet,N/A
BMO7022-Hiver2022-B,0,Mercredi,Du 10 jan. 2022 au 22 avr. 2022,14h,16h50,N/A,Sur Internet,N/A
BMO7043-Hiver2024-A,0,Mardi,Du 15 jan. 2024 au 26 avr. 2024,13h,16h,N/A,Activité à l'extérieur,N/A
BMO7043-Hiver2023-B,0,Mardi,Du 16 jan. 2023 au 21 avr. 2023,13h,15h50,N/A,Activité à l'extérieur,N/A
BMO7045-Ete2024-A,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Activité à l'extérieur,N/A
BMO7045-Ete2023-B,0,N/A,Du 29 mai 2023 au 18 août 2023,N/A,N/A,N/A,Sur Internet,N/A
BMO7046-Ete2024-A,0,N/A,Du 6 mai 2024 au 21 jun. 2024,N/A,N/A,N/A,Activité à l'extérieur,N/A
BMO8000-Automne2024-A,0,Jeudi,Du 3 sept. 2024 au 13 déc. 2024,9h,11h,N/A,Séminaire,N/A
BMO8000-Hiver2024-B,0,Jeudi,Du 15 jan. 2024 au 26 avr. 2024,9h,11h,N/A,Classe virtuelle synchrone,N/A
BMO8000-Automne2023-C,0,Jeudi,Du 5 sept. 2023 au 15 déc. 2023,9h,10h50,N/A,Sur Internet,N/A
BMO8001-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Examen de doctorat,N/A
BMO8001-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Examen de doctorat,N/A
BMO8001-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Examen de doctorat,N/A
BMO8811-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8811-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8811-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8812-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8812-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8812-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8813-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8813-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8813-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8814-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8814-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8814-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8815-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8815-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8815-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8816-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8816-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8816-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8817-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8817-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8817-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8818-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8818-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BMO8818-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH2001-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH2001-Hiver2024-B,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH2001-Automne2023-C,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,Sur Internet,N/A
BPH4017-Automne2022-A,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,15h30,18h20,Alexandre-Vachon 2810,En classe,N/A
BPH4017-Automne2021-B,0,Lundi,Du 30 août 2021 au 1 oct. 2021,15h30,18h20,Adrien-Pouliot 2569,En classe,N/A
BPH6001-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH6001-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH6001-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH6002-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Séminaire,N/A
BPH6002-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Séminaire,N/A
BPH6002-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Séminaire,N/A
BPH6003-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Projet,N/A
BPH6003-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Projet,N/A
BPH6003-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Projet,N/A
BPH6811-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6811-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6811-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6812-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6812-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6812-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6813-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6813-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6813-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6814-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6814-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH6814-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH7001-Ete2024-A,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Projet,N/A
BPH7001-Ete2023-B,0,N/A,Du 1 mai 2023 au 11 août 2023,N/A,N/A,N/A,Projet,N/A
BPH7002-Hiver2024-A,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,En classe,N/A
BPH7002-Hiver2023-B,0,N/A,Du 10 jan. 2023 au 21 avr. 2023,N/A,N/A,N/A,En classe,N/A
BPH7004-Hiver2023-A,0,N/A,Du 10 jan. 2023 au 21 avr. 2023,N/A,N/A,N/A,En classe,N/A
BPH7004-Hiver2021-B,0,Mardi,Du 8 mars 2021 au 9 avr. 2021,13h,14h50,N/A,Classe virtuelle synchrone,N/A
BPH7005-Hiver2024-A,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,En classe,N/A
BPH7005-Hiver2023-B,0,N/A,Du 10 jan. 2023 au 21 avr. 2023,N/A,N/A,N/A,En classe,N/A
BPH7006-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,En classe,N/A
BPH7006-Hiver2024-B,0,Mercredi,Du 15 jan. 2024 au 26 avr. 2024,9h,11h50,Adrien-Pouliot 2544,En classe,N/A
BPH7006-Automne2023-C,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,En classe,N/A
BPH7007-Automne2022-A,0,Vendredi,N/A,9h,11h50,Adrien-Pouliot 2765,En classe,N/A
BPH7007-Automne2021-B,0,N/A,Du 30 août 2021 au 10 déc. 2021,N/A,N/A,N/A,Sur Internet,N/A
BPH7009-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,En classe,N/A
BPH7009-Automne2023-B,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,En classe,N/A
BPH7009-Hiver2023-C,0,N/A,Du 10 jan. 2023 au 21 avr. 2023,N/A,N/A,N/A,En classe,N/A
BPH7010-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH7010-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH7010-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sur Internet,N/A
BPH7012-Hiver2022-A,0,N/A,Du 10 jan. 2022 au 22 avr. 2022,N/A,N/A,N/A,En classe,N/A
BPH7012-Ete2019-B,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BPH7013-Hiver2018-A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BPH7013-Hiver2017-B,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BPH7014-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7014-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7014-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7015-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7015-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7015-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7016-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7016-Hiver2024-B,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7016-Automne2023-C,0,N/A,Du 5 sept. 2023 au 15 déc. 2023,N/A,N/A,N/A,Sujets spéciaux,N/A
BPH7017-Automne2022-A,0,Lundi,Du 6 sept. 2022 au 16 déc. 2022,15h30,18h20,Alexandre-Vachon 2810,En classe,N/A
BPH7017-Automne2021-B,0,Lundi,Du 30 août 2021 au 1 oct. 2021,15h30,18h20,Adrien-Pouliot 2569,En classe,N/A
BPH7018-Automne2022-A,0,Vendredi,N/A,9h,11h50,Adrien-Pouliot 2750,En classe,N/A
BPH7018-Hiver2021-B,0,Mardi,Du 25 jan. 2021 au 26 fév. 2021,13h,14h50,N/A,Classe virtuelle synchrone,N/A
BPH7901-Ete2024-A,0,N/A,Du 6 mai 2024 au 21 jun. 2024,N/A,N/A,N/A,Conférence,N/A
BPH7901-Ete2023-B,0,N/A,Du 1 mai 2023 au 16 jun. 2023,N/A,N/A,N/A,Conférence,N/A
BPH8002-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Examen de doctorat,N/A
BPH8002-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Examen de doctorat,N/A
BPH8002-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Examen de doctorat,N/A
BPH8003-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Séminaire,N/A
BPH8003-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Séminaire,N/A
BPH8003-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Séminaire,N/A
BPH8801-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8801-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8801-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8802-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8802-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8802-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8803-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8803-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8803-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8804-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8804-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8804-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8805-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8805-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8805-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8806-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8806-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8806-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8807-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8807-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8807-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8808-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8808-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BPH8808-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6002-Automne2024-A,0,Vendredi,Du 3 sept. 2024 au 13 déc. 2024,13h30,16h20,Paul-Comtois 3106,Sur Internet,Chantal J. Beauchamp
BVG6002-Hiver2024-B,0,Vendredi,Du 15 jan. 2024 au 26 avr. 2024,13h30,16h50,Paul-Comtois 3306,En classe,N/A
BVG6002-Automne2023-C,0,Vendredi,Du 5 sept. 2023 au 15 déc. 2023,13h30,16h20,N/A,Sur Internet,N/A
BVG6003-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sur Internet,Daniel Dostaler
BVG6003-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,Pavillon de l'Envirotron 1240,Séminaire,N/A
BVG6003-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Sur Internet,N/A
BVG6821-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6821-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6821-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6822-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6822-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6822-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6823-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6823-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6823-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6824-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6824-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG6824-Hiver2024-C,0,N/A,Du 15 jan. 2024 au 26 avr. 2024,N/A,N/A,N/A,Crédits de recherche,N/A
BVG7000-Hiver2022-A,0,Jeudi,Du 10 jan. 2022 au 22 avr. 2022,13h30,16h20,N/A,Sur Internet,N/A
BVG7000-Hiver2020-B,0,Jeudi,Du 13 jan. 2020 au 24 avr. 2020,13h30,16h20,Paul-Comtois 3306,En classe,N/A
BVG7001-Hiver2024-A,0,Jeudi,Du 15 jan. 2024 au 26 avr. 2024,9h30,12h20,Paul-Comtois 3101,En classe,N/A
BVG7001-Hiver2023-B,0,Jeudi,Du 10 jan. 2023 au 21 avr. 2023,9h30,12h20,Paul-Comtois 2101,En classe,N/A
BVG7002-Automne2024-A,0,Mercredi,Du 3 sept. 2024 au 13 déc. 2024,9h,11h50,Adrien-Pouliot 3775,Sur Internet,Bérenger Bourgeois
BVG7002-Hiver2024-B,0,Mercredi,Du 15 jan. 2024 au 26 avr. 2024,9h,11h50,Paul-Comtois 2105,En classe,N/A
BVG7002-Automne2023-C,0,Mercredi,Du 5 sept. 2023 au 15 déc. 2023,9h,11h50,Paul-Comtois 2107,Sur Internet,N/A
BVG7003-Automne2024-A,0,Mercredi,Du 3 sept. 2024 au 13 déc. 2024,13h,15h20,Paul-Comtois 2104,En classe,Davoud Torkamaneh
BVG7003-Automne2022-B,0,Mercredi,Du 6 sept. 2022 au 16 déc. 2022,13h,15h20,Paul-Comtois 3106,En classe,N/A
BVG7011-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sujets spéciaux,François-P. Chalifour
BVG7011-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BVG7011-Hiver2024-C,0,Vendredi,Du 15 jan. 2024 au 26 avr. 2024,15h30,16h20,Paul-Comtois 2104,Sur Internet,N/A
BVG7012-Automne2024-A,0,N/A,Du 3 sept. 2024 au 13 déc. 2024,N/A,N/A,N/A,Sujets spéciaux,François-P. Chalifour
BVG7012-Ete2024-B,0,N/A,Du 6 mai 2024 au 16 août 2024,N/A,N/A,N/A,Sujets spéciaux,N/A
BVG7012-Hiver2024-C,0,Vendredi,Du 15 jan. 2024 au 26 avr. 2024,15h30,16h20,Paul-Comtois 2101,Sur Internet,N/A
BVG7020-Hiver2018-A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BVG7020-Hiver2014-B,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
